Author	Rating 	Helpful - found	Helfpful%	Comments	Helpful - Total	Number of Records	Product Code	Product Name	User Rating	Sentiment	Usefulness	Product Posted On
TapasSaha	3	0	0	I not satisfied..	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive		04-08-2015
Ullas	3	0	0	Blades are too hard and hence difficult to trim.	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive		04-08-2015
Dhruman Mohanbhai Desai	3	0	0	"NOT A ""COMPLETE"" SMOOTH SHAVE. ADEQUATE FOR HALF A DAY. VALUE FOR MONEY THOUGH."	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive		05-10-2014
divyam bhatt	3	0	0	Battery backup is very less and little difficult to use overall product is good	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive		06-09-2015
ANKIT GUPTA	3	0	0	PRODUCT IS GOOD IF USED NEAR CHEEK OR CHIN AREA BUT LEAVES RASHES ON NECK AREA...NOT SUITABLE FOR NECK OR SOFT AREAS WET OR DRY HARDLY MATTERS..PLUS THE POP OUT TRIMMER IS ALSO NOT THAT POWERFUL...ONLY 60% SATISFIED WITH THIS PRODUCT.	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive		08-11-2014
Amitabh Shah	3	0	0	"I received my philips aqua touch shaver. The box had a phamplet stating additional 1 year warranty if I register the product online on Philips website. It asked for the product serial number wch as per the manufacturer should be engraved on the product. But when I checked the shaver, it dint have any serial number. How can I get it registered?"	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive		08-09-2014
Avijit S.	3	0	0	"I found it okay type. Not very good not very bad.', 'Trimmer is small but very good.', 'Shaver is fine. Gives close shave but skin gets abit itchy and senstive.', ""Bad part is the charging and shaving time. Charging takes 7-8 hours and than you get 30 min to shave. That means 2 shaves so that's a step back."	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive		09-11-2014
christy magesh	3	0	0	Its okay.  Somehow i am getting slight rashes in my face and i stopped using to regularly.  I am using it for quickly shave during lack of time.	1	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive	0 of 1 people found the following review helpful	13-04-2015
Himanshu Katara	3	0	0	It does not trim complete hairs	1	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive	0 of 1 people found the following review helpful	16-08-2015
Nagababu Pedapudi	3	1	100	This model is Unable to shave while it's charging	1	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive	1 of 1 people found the following review helpful	01-10-2015
Amit	3	1	100	"product is exelant in its built quality, it's totally water proof, safe, and durable.battry is decent last up to 3 to 5 shaves. Problem is it's more time consuming then regular shave with blades, and it's confusing while doing shave with fome that you cant see where you have left stubles, resulting in uneven shaving. Ironically instead of making the job easy it's make it more uneasy."	1	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive	1 of 1 people found the following review helpful	12-08-2015
Chetan Prakash Joshi	3	1	100	it is not shave clerly..so it is waste of money	1	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive	1 of 1 people found the following review helpful	28-09-2015
Manu Sharma	3	1	100	"Good product, however you would not get Razor type shave with this. First few uses created rashes on skin, which can be attributed to know-how of usage. but now with more accustomization to product, it gives decent shave, takes more time than earlier and is not as good or clean as razor"	1	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive	1 of 1 people found the following review helpful	06-10-2015
A.Ramanathan	3	1	50	good for a regular user like me. The interesting part was that instead of getting the cutting head for my existing shaver(costing Rs 1500) I got a new one almost at the same cost. happy that flipkart kept the delivery as promised.It appears that Philips is not keen on supplying spare parts and believe in 'use and throw' I found that a cover for the head is not there. I am	2	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive	1 of 2 people found the following review helpful	08-08-2014
Manuj sharma	3	19	79.16666667	"I received my philips aqua touch shaver. The box had a phamplet stating additional 1 year warranty if I register the product online on Philips website. It asked for the product serial number wch as per the manufacturer should be engraved on the product. But when I checked the shaver, it dint have any serial number. How can I get it registered just got this product ,It makes me doubt about the originality of product"	24	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	3.0 out of 5 stars	Negetive	19 of 24 people found the following review helpful	28-09-2014
Pritesh Notwani	4	0	0	Last two months I'm using it. Till date it's working good.	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	4.0 out of 5 stars	Negetive		10-03-2015
ANIL KUMAR J	4	0	0	"This is my 7th electric shaver, though my first Philips shaver  and first online purchase in India . I have owned Hitachi, Panasonic, Braun, Norelco etc. Since my skin in used to electric shavers, i got a clean shave(dry) in 5 minutes on my first use.', '  I needed a basic wet n dry shaver as I was spending more than rs 600/month on Gillette products but never got a clean shave since my Norelco needed replacement. It is a bit underpowered compared to other shavers that i have owned earlier. But guess what it gets the work done. I also use the trimmer to trim my chest  & underarm hair as i am a daily swimmer."	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	4.0 out of 5 stars	Negetive		11-07-2014
Suresh	4	0	0	it shaves very excellent i have got wartz problem in my face dr was advised me long back to purchase to buy above product fom past 3 days iam using it works very nice and within 2 mnts my shving is over and amazon service excellent	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	4.0 out of 5 stars	Negetive		12-11-2014
Mahesh	4	0	0	"This product is best !', 'I was tense before purchasing', 'But now happy', 'Advantages', 'This is best product under this price', 'No need of expensive maintenance', 'I got 3 year warranty', 'Paisa vasul product', 'Disadvantages', 'Taking too much time for charging', 'Not works better on neck skin', 'Speed is little slow"	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	4.0 out of 5 stars	Negetive		13-04-2015
Nilesh Parikh	4	0	0	received as expected.	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	4.0 out of 5 stars	Negetive		13-05-2015
Prashant	4	0	0	"Nice product I have to shave on regular basis which causevquite irritation.Using aqua touch gives a kick in shaving.However little bit problem with blades,hence going to customers services."	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	4.0 out of 5 stars	Negetive		14-02-2015
Sai Ranjan Kalchar	4	0	0	Bought this shaver few weeks ago. It takes time to adjust with your skin. Shaving time reduces after every shave.  Wish this thing had battery full indicator and quick charge mode.	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	4.0 out of 5 stars	Negetive		15-06-2014
Pankaj Gulati	4	0	0	"A good product, for the price. I have been using it for about 2 months now - the main problem is that there is no cover for the top. So need to be careful so as not to damage the cutters. The charging takes time - need to keep it overnight to use it the next day. Other than these two issues, the razor is good - for the price paid."	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	4.0 out of 5 stars	Negetive		15-09-2015
Dishant	4	0	0	it says...it is made in china...nd where to find the serail number..? i searched evrywhere...bt nowhere ...help me in dis amzon	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	4.0 out of 5 stars	Negetive		16-10-2015
Pushkar	4	0	0	Coool.. I like it. save my money for shaving and no redness... close shaving	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	4.0 out of 5 stars	Negetive		17-01-2015
anindya chakraborty	4	0	0	"Quite good.  This is my first shaver and I am satisfied with its performance. Tried shaving dry and wet, both resulted good clean shave however I did had to shave couple of times to get a clean feel. With a single charge I had 4 shaves (each 7-10 minutes) side burns trimmer is OK could have been better.', 'Worth the price as of now though!"	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	4.0 out of 5 stars	Negetive		18-08-2014
Andrew lepcha	4	0	0	'..Yes I had order it from amazon for my dad n he is jst loving it n enjoying the shaving ..satisfied with amazon service n quality of product\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	4.0 out of 5 stars	Negetive		19-09-2015
mahendra	4	0	0	"Only thing charging capacity issue is thr', 'We have to charge battery for 10hurs... i knw ths is some technical work but if possible thn fix it"	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	4.0 out of 5 stars	Negetive		19-09-2015
Shirshendu D.	4	0	0	The product did arrive me at the right time. The only problem was that I didn't like the way my message was displayed on the product. It could have been written in a more prominent way.	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	4.0 out of 5 stars	Negetive		02-04-2015
Mahantesh	4	0	0	"Not bad, it not shave complete again we use for blade"	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	4.0 out of 5 stars	Negetive		21-08-2014
Amazon Customer	4	0	0	I am resorting back to an electric shaver after three years. Back then I was not aware of wet shaving and dry shaving would hurt so I gave up my Philips dry shaver. Wet shaving with shaver is very smooth as the shaver just glides over the skin no cuts at all. To get a close shave I apply foam twice just like a barber does it at the saloon with two rounds of the shaver. The result is a good clean shave almost as good as a razor. The neck area may require a little clean up with the razor though. All in all a good shaver at the given price point and I doubt I will ever get back to using a razor again.	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	4.0 out of 5 stars	Negetive		21-01-2015
james paul	4	0	0	"Works good, I got more than 30min @my 1st shave. Hurts while using it in dry shave didnt try it in wet shave.', 'Wipe out my bear like normal shaving razor wiyhout taking any effort..  Stylish handy and low noise.  I cant register it in the website. And there is no availability of spaur blades in net. Available in net."	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	4.0 out of 5 stars	Negetive		22-03-2015
Ankur Fifadra	4	0	0	"Its suggested product. New users are requested to use it for at least 2 weeks, Body needs time to adjust with electronic item.', 'One problem is that : its says that ""When you charge it fully, LED will turn Red from Green"" this never happened, even after charging for 24 hours.', '100 suggested product."	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	4.0 out of 5 stars	Negetive		22-11-2014
Radharaman Karmakar	4	0	0	Very decent product.	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	4.0 out of 5 stars	Negetive		23-08-2014
Athar Khan	4	0	0	its a good product only the thing is charging for 10 hrs and use half an hour	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	4.0 out of 5 stars	Negetive		23-10-2015
Hari krishnan	4	0	0	"The shaver is a good one. It gives a quick and clean shave around the cheek area. The following are some of my improvement observations:', ""1. I don't recommend the trimmer. It is better to go with a dedicated trimmer."", '2. During the initial few shaves there were few itching on the neck area. However on subsequent usages it got rectified.', '3. The shaving performance near the neck region needs to be improved."	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	4.0 out of 5 stars	Negetive		27-05-2015
Raja Dohare	4	0	0	"nice product at this price.', 'It gives clean shave."	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	4.0 out of 5 stars	Negetive		27-10-2014
PARTHA DUTTA	4	0	0	Good but can't use in wet condition as rash & uneasiness on face. Best in dry save.	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	4.0 out of 5 stars	Negetive		28-03-2015
Kailash	4	0	0	"My first electric shaver. Tried both dry and wet shave, gives nice close shave and looks pretty water proof. Neck region shave is not as smooth as a mach 3. Finish neck and mustache before it heats up. If you have soft skin you might develop a rash first time, but keep using and your skin adjusts within 4 to 5 shaves. Trimmer is sufficient for minor trimming of sideburns. I use it almost every second day and on a single charge it has finished 3 weeks and going strong!!', 'Problems:', 'Shaver head moves very little in and out. So its all in the handling when it comes to reaching places', 'No brush included to clean blades', 'Solution is that you spend more and get a advanced model."	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	4.0 out of 5 stars	Negetive		28-05-2014
Sherin John	4	0	0	this is my 1st really shaver really awesome but however finally once i drive with razer for clean shave but really this shaver is super	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	4.0 out of 5 stars	Negetive		28-11-2014
sajith	4	0	0	"For shaving, it is working as expected.. But when I use trimmer, it is producing sound like a machine. It would have been better had PHILIPS been able to minimize the sound of the trimmer."	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	4.0 out of 5 stars	Negetive		28-10-2014
Anish M	4	0	0	"Good shaver for clean shave, its tame my 2 times to get used to it now but now I just love to use it. Recommend any one who wants to get rid for old shaving method."	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	4.0 out of 5 stars	Negetive		29-03-2015
Biswajit Mandal	4	0	0	It is okay. I don't have any problem till now............	0	1	B00CE3FU06	Philips AquaTouch AT620/14 Men's Shaver	4.0 out of 5 stars	Negetive		03-12-2014
